,cust_id,acc_id,acc_balance
269,41487,10000014067,-109.83
270,76051,10000003798,-319.4
271,89616,10000009433,-312.66
272,65067,10000002142,-236.57
273,28736,10000018454,-154.23
274,28705,10000005604,-394.14
275,59621,10000009323,-271.22
276,50748,10000007794,-430.27
277,64154,10000010827,-151.97
278,24119,10000001642,-445.95
279,93624,10000001481,-468.84
280,68020,10000010631,-164.42
281,33827,10000014998,-124.76
282,92625,10000006435,-462.51
283,83216,10000000150,-411.66
284,79116,10000020278,-400.23
285,72228,10000011498,-282.43
286,30490,10000022422,-493.87
287,57283,10000002243,-121.12
288,33544,10000003266,-260.2
289,23508,10000007740,-327.7
290,58474,10000018184,-347.22
291,21854,10000012489,-402.21
292,70098,10000003184,-188.2
293,28894,10000021697,-73.78
294,65786,10000024599,-245.16
295,97393,10000021158,-353.8
296,12927,10000000100,-222.26
297,62836,10000009011,-210.21
298,71693,10000006930,-127.05
299,11789,10000002902,-162.4
300,89448,10000010890,-212.98
301,90154,10000024517,-109.59
302,23932,10000016823,-466.11
303,64072,10000014731,-5.13
304,24886,10000004478,-43.63
305,44030,10000017651,-287.87
306,83404,10000016186,-181.58
307,47844,10000004581,-262.88
308,30642,10000023859,-346.97
309,49563,10000023955,-273.77
310,74750,10000006919,-59.0
311,58966,10000016448,-379.99
312,92077,10000008794,-374.23
313,68944,10000015300,-104.99
314,16120,10000005501,-311.99
315,96205,10000022744,-265.26
316,39008,10000000811,-426.65
317,90600,10000024283,-135.54
318,64677,10000007806,-270.34
319,90985,10000018657,1.2
320,78605,10000018248,-139.91
321,97650,10000002204,-396.31
322,74211,10000018065,-133.8
323,61175,10000009978,-125.87
324,15812,10000011834,-230.89
325,56229,10000004350,-356.97
326,63863,10000016386,-344.62
327,64476,10000018635,1.66
328,95694,10000007318,-480.01
329,19884,10000003414,-138.5
330,79445,10000017585,-277.81
331,92049,10000019356,-299.45
332,43168,10000022065,-25.97
333,36956,10000001332,-126.67
334,33328,10000004749,-226.54
335,36640,10000013953,-412.63
336,41373,10000011645,-458.19
337,28924,10000013007,-65.02
338,96245,10000021328,-329.79
339,24051,10000009205,7.73
340,92289,10000011379,-122.36
341,82490,10000023288,-396.17
342,42196,10000012523,-208.35
343,91853,10000021270,-62.7
344,57796,10000017461,-368.02
345,85516,10000002164,-11.12
346,63563,10000009309,-100.16
347,43444,10000003732,-122.17
348,96773,10000002503,-479.63
349,39231,10000020823,-78.04
350,16164,10000013699,-158.92
351,62080,10000013748,-9.29
352,34047,10000011530,-159.9
353,18891,10000019029,-244.63
354,34049,10000023134,-308.89
355,97151,10000012260,-13.65
356,54244,10000002351,-332.89
357,38382,10000010853,-498.84
358,25659,10000024759,-47.54
359,19413,10000020047,-27.52
360,96744,10000008321,-180.82
361,67237,10000019684,-54.51
362,54574,10000005427,-13.92
363,20523,10000005051,-418.18
364,30660,10000011124,-339.43
365,86300,10000003496,-153.23
366,31848,10000017086,-492.51
367,12020,10000014451,-457.67
368,68540,10000014849,-62.61
369,77384,10000020625,-180.54
370,54603,10000015238,-24.29
371,71111,10000012935,-310.82
372,57346,10000002161,-163.2
373,90895,10000019003,-238.52
374,59850,10000009902,-339.37
375,43050,10000012873,-297.85
376,93496,10000010042,-139.0
377,82418,10000013677,-362.96
378,37436,10000011255,-122.12
379,47754,10000019712,-89.72
380,92661,10000003593,-438.38
381,95557,10000002545,-457.51
382,95105,10000017403,-152.45
383,48330,10000020351,-447.59
384,13380,10000020315,-59.67
385,14717,10000020880,-179.86
386,35098,10000000537,-51.51
387,54273,10000007359,-84.03
388,55505,10000010430,-439.11
389,17503,10000020198,-203.81
390,78691,10000008126,-291.97
391,67086,10000006139,-162.66
392,46917,10000003962,-270.36
393,30217,10000006200,-147.46
394,33570,10000010220,-46.64
395,25906,10000011265,-40.04
396,56625,10000015393,-329.25
397,36021,10000016998,-282.17
398,90474,10000001576,-307.9
399,18091,10000021681,-168.08
400,17336,10000011372,-284.8
401,90876,10000017772,-175.41
402,31180,10000010427,-294.54
403,25764,10000022328,-187.98
404,74810,10000010443,-36.64
405,75632,10000013314,-447.75
406,68331,10000005587,-259.2
407,60903,10000013251,-303.95
408,36041,10000012721,-393.17
409,74437,10000023205,-334.82
410,89906,10000018877,-252.65
411,44907,10000020789,-470.02
412,27393,10000000868,-279.9
413,41398,10000001236,-53.26
414,32706,10000004863,-76.98
415,98274,10000002538,-194.48
416,84218,10000015271,-389.11
417,34634,10000008234,-278.59
418,53668,10000019216,-442.71
419,21237,10000001385,-18.97
420,72316,10000008134,-340.37
421,43444,10000003731,-387.5
422,43979,10000007413,-459.73
423,54873,10000022616,-474.68
424,48097,10000012376,-158.74
425,95253,10000007474,-471.99
426,58692,10000017804,-315.65
427,83126,10000015213,-234.34
428,57052,10000010486,-191.42
429,97382,10000003211,-227.82
430,50436,10000000779,-435.62
431,65478,10000021298,-404.56
432,96636,10000009218,-45.03
433,77679,10000008350,-302.14
434,67135,10000001260,-93.12
435,31683,10000021079,-427.35
436,19387,10000000993,-380.5
437,39537,10000013058,-488.79
438,63996,10000001276,-172.19
439,54213,10000005410,-31.89
440,32769,10000004102,-172.43
441,64604,10000015547,-28.0
442,59079,10000002193,-361.36
443,58431,10000012630,-297.79
444,95620,10000018115,-218.03
445,87615,10000016079,-99.56
446,26002,10000004856,-195.76
447,32463,10000017228,-270.77
448,88666,10000010865,-181.75
449,24598,10000002961,-320.79
450,13817,10000023719,-440.29
451,93587,10000001757,-3.27
452,25196,10000001978,-427.26
453,92376,10000002048,-345.67
454,44606,10000013525,-428.2
455,34625,10000017124,-45.05
456,52983,10000013230,-467.43
457,12705,10000017971,-408.35
458,77016,10000023203,-110.43
459,36243,10000022977,-337.99
460,69950,10000005476,-356.33
461,34201,10000010795,-14.12
462,24117,10000001648,-192.53
463,13540,10000015233,-300.67
464,98268,10000006643,-97.1
465,71010,10000014677,-106.5
466,34427,10000002110,-335.96
467,45012,10000012124,-194.65
468,38999,10000003396,-272.41
469,63606,10000003536,-452.87
470,61290,10000003765,-332.64
471,22701,10000012382,-475.53
472,93860,10000011999,-86.07
473,73818,10000023579,-97.41
474,11059,10000003553,4.48
475,55892,10000002883,-465.8
476,79454,10000021875,-238.33
477,29327,10000013870,-69.77
478,33659,10000015287,-432.12
479,53133,10000009350,-471.13
480,99161,10000005210,-442.78
481,89942,10000017782,-175.29
482,63033,10000002182,-171.53
483,62631,10000021803,-38.25
484,36727,10000020374,-385.56
485,80762,10000015970,-306.59
486,57708,10000007321,-349.12
487,11899,10000020700,-330.91
488,74046,10000007946,-244.14
489,85432,10000012608,-204.55
490,87545,10000016031,-63.66
491,61829,10000004329,-380.61
492,27439,10000014431,-456.74
493,60949,10000021055,-190.79
494,89091,10000023787,-147.3
495,81406,10000001992,-9.87
496,20627,10000019358,-288.17
497,85073,10000016424,-103.97
498,40109,10000003934,-442.92
499,76019,10000003285,-11.56
500,91478,10000019894,-185.7
501,67404,10000024546,-26.49
502,50173,10000023603,-102.9
503,46594,10000020830,-422.76
504,94229,10000002948,-443.31
505,77094,10000006703,-34.43
506,51218,10000010591,-149.36
507,39108,10000006256,-416.32
508,49543,10000003584,-433.86
509,44570,10000001241,-183.13
510,17796,10000003328,-119.88
511,46937,10000023541,-380.34
512,53852,10000007189,-445.5
513,82708,10000018419,-329.22
514,35278,10000009811,-8.08
515,95387,10000006403,-251.05
516,30952,10000014246,-275.85
517,38902,10000004076,-149.68
518,71022,10000002298,-290.23
519,49907,10000020886,-393.68
520,19955,10000004775,-73.94
521,62748,10000008165,-155.72
522,47004,10000010541,-187.82
523,48037,10000022728,-408.73
524,14260,10000023791,-298.76
525,86836,10000021594,-419.03
526,85343,10000020733,-426.47
527,69118,10000004318,-121.22
528,69458,10000004157,-409.66
529,68949,10000022661,-467.67
530,48113,10000013655,-171.57
531,78742,10000002023,-28.7
532,89341,10000005547,-403.87
533,88946,10000021695,-108.76
534,32254,10000010045,-356.01
535,82338,10000002314,-370.19
536,70242,10000019622,-206.04
537,40146,10000018486,-367.17
538,29502,10000022638,-3.44
539,18122,10000014908,-413.0
540,70848,10000000919,-142.84
541,15324,10000010193,-110.26
542,74372,10000003761,-115.03
543,62960,10000021420,-496.67
544,31909,10000014715,-36.55
545,59343,10000022061,-335.13
546,89796,10000007114,-43.35
547,17554,10000004879,-438.27
548,96620,10000013749,-444.91
549,83432,10000007046,-184.28
550,87967,10000022026,-191.7
551,71800,10000015789,-340.11
552,20351,10000002047,-409.19
553,39334,10000023521,-420.03
554,84021,10000001739,-331.38
555,79594,10000014245,-450.39
556,27699,10000003054,-314.46
557,86549,10000017650,-342.94
558,62175,10000005432,-430.82
559,28868,10000019674,-482.76
560,59906,10000001911,-405.55
561,25693,10000009483,-473.38
562,34384,10000007175,-324.17
563,91716,10000001233,-59.73
564,66947,10000011048,-381.93
565,35321,10000018143,-405.87
566,42594,10000018599,-230.51
567,74060,10000022035,-133.9
568,64748,10000007771,-49.52
569,30066,10000001296,-42.58
570,94886,10000003849,-65.58
571,27727,10000010857,-199.71
572,98268,10000006642,-136.25
573,96907,10000000929,-184.41
574,34449,10000011731,-247.65
575,74162,10000017369,-487.21
576,18506,10000016128,-200.53
577,59433,10000019975,-145.89
578,84524,10000005645,-273.0
579,91008,10000020709,-6.38
580,96475,10000002268,-461.97
581,17148,10000014807,-380.02
582,19852,10000001856,-243.88
583,36872,10000014266,-473.74
584,94254,10000015744,-401.88
585,67420,10000021239,-354.87
586,27503,10000016451,-444.56
587,98737,10000024021,-66.39
588,12132,10000015531,-332.56
589,89752,10000014291,-378.4
590,63410,10000006651,-165.7
591,49366,10000011362,-272.35
592,38267,10000017836,-459.13
593,47767,10000024584,-422.81
594,46092,10000011802,-127.64
595,15339,10000022808,-357.06
596,62718,10000010655,-173.04
597,35796,10000014835,-191.66
598,89932,10000009374,-42.59
599,56559,10000008867,-256.71
600,65243,10000003208,-3.97
601,57346,10000002160,-91.93
602,79067,10000004264,-453.5
603,15601,10000013615,-407.2
604,68914,10000015956,-373.12
605,21777,10000009358,-305.11
606,17640,10000007584,-356.01
607,66870,10000002866,-460.62
608,57343,10000008969,-138.6
609,51037,10000023654,-38.49
610,75469,10000001626,-149.68
611,83121,10000001416,-323.63
612,92400,10000004961,-446.39
613,28636,10000006089,-327.32
614,40999,10000017685,-466.65
615,21857,10000017496,-409.56
616,98051,10000007294,-416.03
617,16723,10000017731,-228.52
618,60930,10000012106,-426.63
619,27605,10000001118,-434.31
620,33443,10000001471,-331.28
621,46837,10000019345,-30.62
622,56528,10000018551,-369.48
623,10196,10000002372,-172.89
624,75072,10000008396,-146.73
625,76688,10000011714,-393.2
626,89769,10000002181,-22.86
627,92452,10000004239,-103.18
628,27571,10000001617,-204.29
629,24506,10000002178,-113.69
630,37576,10000001825,-300.41
631,75259,10000017675,-179.34
632,86352,10000022104,-202.72
633,22328,10000014675,-51.87
634,13530,10000008864,-405.37
635,54798,10000011044,-41.93
636,20393,10000011554,-227.01
637,76744,10000007408,-481.37
638,93258,10000011221,-424.53
639,13759,10000017388,-219.08
640,44264,10000010359,-405.35
641,33489,10000024565,-391.02
642,17534,10000006661,-226.9
643,27150,10000013468,-219.65
644,96051,10000013287,-171.8
645,10248,10000005738,-227.96
646,12938,10000011693,-276.35
647,60692,10000019131,7.3
648,93327,10000006744,-307.15
649,81785,10000001347,-92.57
650,29445,10000010824,-429.54
651,22285,10000022158,-181.43
652,31756,10000015690,-130.02
653,84976,10000003056,-25.13
654,16354,10000003405,-120.98
655,74312,10000008754,-295.12
656,85069,10000007070,-448.18
657,69912,10000011882,-121.55
658,56439,10000022949,-324.15
659,24690,10000023269,-68.31
660,23674,10000014314,-167.74
661,85511,10000024067,-190.5
662,76809,10000023962,-391.77
663,18107,10000010367,8.81
664,83323,10000006530,-151.36
665,33737,10000007823,-246.23
666,61755,10000022481,-109.87
667,38996,10000003981,-336.99
668,18592,10000013640,-481.82
669,57168,10000011906,-111.25
670,55519,10000014558,-53.35
671,78306,10000010974,-298.48
672,22864,10000011420,-118.77
673,67092,10000021174,-14.26
674,22688,10000010712,-5.09
675,14848,10000008462,-34.54
676,80081,10000001933,-66.09
677,97949,10000007130,-66.62
678,89907,10000006794,-214.46
679,62726,10000015571,-462.56
680,14803,10000005063,-477.66
681,68195,10000011162,-495.14
682,75542,10000005365,-171.25
683,64232,10000009906,-305.41
684,66118,10000020593,-434.93
685,37480,10000004168,-224.53
686,13157,10000017435,-397.21
687,29360,10000020967,-47.28
688,45062,10000007846,-15.39
689,22016,10000007174,-8.16
690,25254,10000000443,-492.16
691,90991,10000013649,-304.59
692,47121,10000011154,-232.86
693,35220,10000002606,-121.88
694,98147,10000024124,-13.89
695,14568,10000010108,-194.18
696,92029,10000020465,-335.45
697,18086,10000005140,-357.91
698,43872,10000001002,-425.09
699,45188,10000000955,-176.35
700,38644,10000000210,-444.7
701,31367,10000008592,-367.19
702,10664,10000023243,-107.22
703,27961,10000020954,-203.53
704,27221,10000008617,-443.16
705,17888,10000004939,-147.34
706,77108,10000018976,-224.25
707,36552,10000006510,-262.67
708,73064,10000010728,-471.05
709,96346,10000023437,-284.57
710,45683,10000023917,-358.94
711,33599,10000020722,-377.02
712,15057,10000006195,-16.12
713,18452,10000010577,-405.0
714,11508,10000021054,-413.41
715,34285,10000020538,-346.91
716,82694,10000003542,-396.96
717,65955,10000023159,-139.85
718,32352,10000012045,-296.28
719,19860,10000014991,-472.95
720,57121,10000007654,-435.43
721,14839,10000009107,-165.65
722,11330,10000000332,-455.19
723,68389,10000015631,-200.07
724,88121,10000012790,-241.83
725,44472,10000016138,-124.74
726,81057,10000001887,-103.87
727,98589,10000008839,-91.65
728,57245,10000009151,1.35
729,73334,10000019645,-105.0
730,62136,10000001389,-388.4
731,38166,10000011561,3.31
732,36380,10000020883,-37.79
733,38213,10000012036,-278.11
734,31025,10000020737,-275.54
735,28653,10000013236,-175.46
736,10147,10000014918,-106.32
737,88300,10000018108,-163.02
738,12227,10000013859,-334.01
739,56163,10000002832,-118.74
740,40395,10000008452,-67.27
741,46341,10000009237,-101.72
742,59802,10000014272,-430.17
743,22002,10000001166,-121.54
744,37436,10000011254,-200.37
745,51012,10000011418,-435.41
746,71566,10000018576,-424.17
747,94204,10000000423,-153.52
748,36934,10000021636,-372.3
749,80764,10000024197,-180.19
750,14321,10000023660,-262.45
751,12154,10000013775,-80.24
752,39853,10000013848,-10.22
753,66093,10000002914,-349.19
754,35734,10000007546,-225.22
755,15906,10000015302,-216.21
756,58616,10000011996,-465.06
757,69935,10000015061,-99.54
758,27380,10000017605,-188.89
759,32165,10000013421,-83.85
760,17336,10000011373,-266.89
761,33626,10000015108,-304.21
762,59370,10000007499,-273.78
763,65456,10000000481,-461.69
764,23666,10000009121,-307.73
765,46553,10000022195,-121.63
766,52227,10000011661,-474.24
767,58816,10000019972,-209.79
768,11443,10000001649,-178.46
769,27229,10000016120,-58.6
770,20305,10000024397,-92.09
771,89478,10000004679,-257.1
772,40477,10000023748,-271.81
773,83516,10000019749,-431.0
774,99047,10000006557,-359.71
775,49890,10000016230,-167.43
776,83272,10000022185,-484.6
777,31823,10000024706,-176.69
778,53150,10000017640,-62.59
779,26694,10000005312,-322.04
780,81108,10000013370,-427.2
781,94411,10000007841,-448.79
782,55966,10000009455,-109.98
783,16509,10000020060,-456.46
784,74937,10000020027,-13.08
785,33570,10000010219,-0.78
786,74937,10000020026,-276.96
787,70029,10000019342,-231.87
788,98115,10000023263,-424.29
789,70085,10000021597,-83.4
790,84795,10000004032,-63.11
791,75896,10000015858,-315.09
792,66919,10000024272,-323.71
793,11907,10000003573,-65.41
794,10294,10000019363,-13.58
795,24714,10000010003,-473.8
796,49247,10000021447,-68.72
797,73625,10000019273,-289.83
798,27573,10000017063,-328.56
799,40595,10000013026,-113.55
800,49543,10000003585,-450.34
801,78282,10000016963,-398.58
802,31198,10000020869,-498.39
803,49654,10000020779,-460.26
804,74784,10000022449,-398.83
805,91007,10000012064,-272.05
806,26881,10000004431,-466.95
807,52140,10000001927,-304.13
808,72833,10000017089,-323.15
809,36460,10000001997,-11.15
810,38780,10000013830,-100.95
811,51182,10000019686,-418.66
812,90222,10000011575,-435.14
813,47321,10000003084,-459.59
814,12146,10000016792,-310.29
815,37523,10000013580,-229.6
816,43863,10000012936,-415.78
817,12839,10000018875,-83.7
818,84503,10000011809,-439.67
819,41595,10000009193,-356.26
820,13066,10000012058,-60.43
821,60930,10000012107,-157.79
822,23793,10000003486,-494.42
823,70454,10000021610,-22.36
824,36353,10000004014,-339.57
825,69338,10000022316,-487.95
826,84779,10000021854,-457.66
827,30199,10000002398,-8.34
828,53071,10000022972,-324.78
829,83385,10000019010,-352.42
830,97517,10000014310,-267.8
831,70788,10000013867,-307.41
832,90789,10000012345,-38.43
833,83761,10000015842,-73.96
834,64633,10000012275,-447.04
835,87755,10000010674,-474.1
836,79917,10000008168,-165.27
837,30467,10000021926,-445.32
838,58155,10000012894,-205.71
839,72113,10000006801,-193.35
840,87726,10000019788,-293.64
841,80917,10000016278,-393.96
842,72931,10000014544,-79.35
843,99749,10000001699,-100.75
844,91882,10000022586,-10.05
845,38690,10000020384,-344.38
846,18666,10000013716,-35.08
847,89650,10000001737,-81.98
848,10812,10000010146,-189.74
849,34235,10000009679,9.97
850,98054,10000017710,-427.64
851,38902,10000004075,-55.39
852,56923,10000006043,-243.88
853,13299,10000017209,-452.26
854,16507,10000006513,-130.58
855,40379,10000007502,-16.49
856,37464,10000009772,-28.46
857,66336,10000006283,6.77
858,42268,10000011956,-230.49
859,44239,10000007399,-83.03
860,76634,10000004010,-159.8
861,29056,10000020399,-286.4
862,16594,10000006885,-418.93
863,84179,10000016027,-491.8
864,48027,10000001670,-89.26
865,31099,10000001958,-186.06
866,91970,10000004098,-134.48
867,19852,10000001855,-423.96
868,83029,10000001020,-215.08
869,86959,10000020717,-355.3
870,65740,10000005663,-129.62
871,16701,10000011657,-284.95
872,57635,10000014608,-85.95
873,72216,10000016297,-395.09
874,56559,10000008868,-488.27
875,32350,10000019665,-290.42
876,82247,10000017846,-339.0
877,21943,10000011837,-126.61
878,74505,10000001439,-405.19
879,19248,10000010849,-68.4
880,61939,10000007908,-56.42
881,61327,10000020814,-418.19
882,49223,10000022273,-172.99
883,19393,10000023631,-433.15
884,21516,10000018377,-280.5
885,85873,10000006859,-50.24
886,95578,10000008072,-157.58
887,22671,10000022673,-424.69
888,37742,10000002011,-242.19
889,88915,10000011280,-478.51
890,37881,10000004402,-223.12
891,10361,10000021341,-25.85
892,17241,10000018335,-278.47
893,11698,10000021009,-194.23
894,31535,10000004267,-418.71
895,17784,10000000282,-257.79
896,81641,10000013559,-425.77
897,73312,10000022184,-256.42
898,56023,10000023482,-462.91
899,37657,10000003705,-61.08
900,15315,10000012952,-32.67
901,12071,10000002301,-245.77
902,45121,10000013590,-416.2
903,12377,10000019519,-219.33
904,59590,10000004488,-64.95
905,59797,10000017979,-257.42
906,20366,10000000801,-462.69
907,79837,10000018326,-75.15
908,54794,10000014231,-388.49
909,43536,10000014075,-246.36
910,42521,10000004824,-266.42
911,23273,10000000506,-95.71
912,53760,10000002968,-307.41
913,12748,10000012923,-460.98
914,96255,10000018520,-338.15
915,45877,10000018953,-16.64
916,37298,10000021764,-99.19
917,21227,10000019403,4.28
918,52570,10000007707,-221.52
919,18262,10000017486,-295.53
920,76046,10000008722,-472.0
921,89999,10000009250,-152.12
922,78268,10000024192,-108.04
923,40500,10000020864,-160.94
924,51423,10000024092,-499.76
925,85069,10000007069,-7.19
926,93075,10000017153,-97.78
927,36464,10000019979,-274.24
928,13922,10000008999,-199.54
929,34650,10000017714,-141.91
930,63738,10000024046,-95.8
931,41526,10000007289,-321.87
